no,plant,animal,w,layer
686,1938,Eristalis.pratorum,0,P
687,1938,Eristalis.arbustorum,0,P
688,1938,Cheilosia.glossa,2,P
689,1938,Mallota.fuciformis,0,P
690,1938,Dasysyrphus.albostriatus,0,P
691,1938,Syrphus.vitripennis,2,P
692,1938,Syrphus.ribessi,0,P
693,1938,Criorhina.berberina,0,P
694,1938,Calliphora.vomitoria,49,P
695,1938,Gonia.ornata,1,P
696,1938,Pollenia.rudis,7,P
697,1938,Tachina.corsicana,0,P
698,1938,Asilidae.NI,0,P
699,1938,Empididae.NI,0,P
700,1938,Diptera.NI,0,P
701,1939,Hemaris.tityus,0,P
702,1939,Iphiclides.podalirius.Ad,0,P
703,1939,Vanessa.cardui,0,P
704,1939,Psithyrus.vestalis.obenbergeri,0,P
705,1939,Bombus.pratorum.m.,0,P
706,1939,Bombus.pratorum.wk.,0,P
707,1939,Bombus.pascuorum.wk.,0,P
708,1939,Bombus.pascuorum.q.,1,P
709,1939,Bombus.terrestris.wk.,0,P
710,1939,Bombus.terrestris.q.,1,P
711,1939,Xylocopa.violacea,0,P
712,1939,Apis.mellifera,2,P
713,1939,Osmia.rufa,0,P
714,1939,Andrena.fulva,0,P
715,1939,Andrena.synadelpha.nigroaenea,0,P
716,1939,Andrena.trimmerana,0,P
717,1939,Andrena.congruens,0,P
718,1939,Andrena.tibialis.corvina,0,P
719,1939,Andrena.albopunctata.morio,0,P
720,1939,Andrena.assimilis,0,P
721,1939,Halictus.quadricinctus,0,P
722,1939,Halictus.tridivisus,0,P
723,1939,Halictus.scabiosae,0,P
724,1939,Lasioglossum.xanthopum,0,P
725,1939,Sphecodes.gibbus,0,P
726,1939,Megachile.centuncularis,0,P
727,1939,Ancistrocerus.nigricornis,0,P
728,1939,Eristalis.tenax,8,P
729,1939,Eristalis.pratorum,1,P
730,1939,Eristalis.arbustorum,3,P
731,1939,Cheilosia.glossa,6,P
732,1939,Mallota.fuciformis,0,P
733,1939,Dasysyrphus.albostriatus,1,P
734,1939,Syrphus.vitripennis,1,P
735,1939,Syrphus.ribessi,1,P
736,1939,Criorhina.berberina,0,P
737,1939,Calliphora.vomitoria,66,P
738,1939,Gonia.ornata,50,P
739,1939,Pollenia.rudis,2,P
740,1939,Tachina.corsicana,2,P
741,1939,Asilidae.NI,9,P
742,1939,Empididae.NI,32,P
743,1939,Diptera.NI,2,P
744,1940,Hemaris.tityus,0,P
745,1940,Iphiclides.podalirius.Ad,0,P
746,1940,Vanessa.cardui,0,P
747,1940,Psithyrus.vestalis.obenbergeri,0,P
748,1940,Bombus.pratorum.m.,0,P
749,1940,Bombus.pratorum.wk.,5,P
750,1940,Bombus.pascuorum.wk.,1,P
751,1940,Bombus.pascuorum.q.,0,P
752,1940,Bombus.terrestris.wk.,8,P
753,1940,Bombus.terrestris.q.,1,P
754,1940,Xylocopa.violacea,2,P
755,1940,Apis.mellifera,3,P
756,1940,Osmia.rufa,4,P
757,1940,Andrena.fulva,96,P
758,1940,Andrena.synadelpha.nigroaenea,1,P
759,1940,Andrena.trimmerana,1,P
760,1940,Andrena.congruens,14,P
761,1940,Andrena.tibialis.corvina,0,P
762,1940,Andrena.albopunctata.morio,1,P
763,1940,Andrena.assimilis,0,P
764,1940,Halictus.quadricinctus,1,P
765,1940,Halictus.tridivisus,1,P
766,1940,Halictus.scabiosae,1,P
767,1940,Lasioglossum.xanthopum,0,P
768,1940,Sphecodes.gibbus,2,P
769,1940,Megachile.centuncularis,1,P
770,1940,Ancistrocerus.nigricornis,1,P
771,1940,Eristalis.tenax,0,P
772,1940,Eristalis.pratorum,0,P
773,1940,Eristalis.arbustorum,3,P
774,1940,Cheilosia.glossa,0,P
775,1940,Mallota.fuciformis,0,P
776,1940,Dasysyrphus.albostriatus,0,P
777,1940,Syrphus.vitripennis,0,P
778,1940,Syrphus.ribessi,0,P
779,1940,Criorhina.berberina,0,P
780,1940,Calliphora.vomitoria,166,P
781,1940,Gonia.ornata,2,P
782,1940,Pollenia.rudis,0,P
783,1940,Tachina.corsicana,0,P
784,1940,Asilidae.NI,0,P
785,1940,Empididae.NI,1,P
786,1940,Diptera.NI,0,P
787,1921,Hemaris.tityus,1,P
788,1921,Iphiclides.podalirius.Ad,0,P
789,1921,Vanessa.cardui,0,P
790,1921,Psithyrus.vestalis.obenbergeri,0,P
791,1921,Bombus.pratorum.m.,0,P
792,1921,Bombus.pratorum.wk.,0,P
793,1921,Bombus.pascuorum.wk.,0,P
794,1921,Bombus.pascuorum.q.,0,P
795,1921,Bombus.terrestris.wk.,1,P
796,1921,Bombus.terrestris.q.,0,P
797,1921,Xylocopa.violacea,0,P
798,1921,Apis.mellifera,1,P
799,1921,Osmia.rufa,0,P
800,1921,Andrena.fulva,3,P
801,1921,Andrena.synadelpha.nigroaenea,0,P
802,1921,Andrena.trimmerana,0,P
803,1921,Andrena.congruens,0,P
804,1921,Andrena.tibialis.corvina,0,P
805,1921,Andrena.albopunctata.morio,0,P
806,1921,Andrena.assimilis,0,P
807,1921,Halictus.quadricinctus,0,P
808,1921,Halictus.tridivisus,0,P
809,1921,Halictus.scabiosae,0,P
810,1921,Lasioglossum.xanthopum,0,P
811,1921,Sphecodes.gibbus,0,P
812,1921,Megachile.centuncularis,0,P
813,1921,Ancistrocerus.nigricornis,0,P
814,1921,Eristalis.tenax,1,P
815,1921,Eristalis.pratorum,0,P
816,1921,Eristalis.arbustorum,0,P
817,1921,Cheilosia.glossa,0,P
818,1921,Mallota.fuciformis,0,P
819,1921,Dasysyrphus.albostriatus,0,P
820,1921,Syrphus.vitripennis,2,P
821,1921,Syrphus.ribessi,0,P
822,1921,Criorhina.berberina,0,P
823,1921,Calliphora.vomitoria,29,P
824,1921,Gonia.ornata,22,P
825,1921,Pollenia.rudis,2,P
826,1921,Tachina.corsicana,0,P
827,1921,Asilidae.NI,0,P
828,1921,Empididae.NI,11,P
829,1921,Diptera.NI,0,P
830,1823,Hemaris.tityus,0,P
831,1823,Iphiclides.podalirius.Ad,0,P
832,1823,Vanessa.cardui,0,P
833,1823,Psithyrus.vestalis.obenbergeri,0,P
834,1823,Bombus.pratorum.m.,0,P
835,1823,Bombus.pratorum.wk.,0,P
836,1823,Bombus.pascuorum.wk.,0,P
837,1823,Bombus.pascuorum.q.,0,P
838,1823,Bombus.terrestris.wk.,5,P
839,1823,Bombus.terrestris.q.,0,P
840,1823,Xylocopa.violacea,0,P
841,1823,Apis.mellifera,2,P
842,1823,Osmia.rufa,0,P
843,1823,Andrena.fulva,1,P
844,1823,Andrena.synadelpha.nigroaenea,0,P
845,1823,Andrena.trimmerana,0,P
846,1823,Andrena.congruens,0,P
847,1823,Andrena.tibialis.corvina,0,P
848,1823,Andrena.albopunctata.morio,0,P
849,1823,Andrena.assimilis,0,P
850,1823,Halictus.quadricinctus,0,P
851,1823,Halictus.tridivisus,0,P
852,1823,Halictus.scabiosae,0,P
853,1823,Lasioglossum.xanthopum,0,P
854,1823,Sphecodes.gibbus,0,P
855,1823,Megachile.centuncularis,0,P
856,1823,Ancistrocerus.nigricornis,0,P
857,1823,Eristalis.tenax,14,P
858,1823,Eristalis.pratorum,0,P
859,1823,Eristalis.arbustorum,0,P
860,1823,Cheilosia.glossa,1,P
861,1823,Mallota.fuciformis,0,P
862,1823,Dasysyrphus.albostriatus,0,P
863,1823,Syrphus.vitripennis,3,P
864,1823,Syrphus.ribessi,0,P
865,1823,Criorhina.berberina,1,P
866,1823,Calliphora.vomitoria,15,P
867,1823,Gonia.ornata,11,P
868,1823,Pollenia.rudis,2,P
869,1823,Tachina.corsicana,0,P
870,1823,Asilidae.NI,7,P
871,1823,Empididae.NI,9,P
872,1823,Diptera.NI,0,P
873,1824,Hemaris.tityus,0,P
874,1824,Iphiclides.podalirius.Ad,0,P
875,1824,Vanessa.cardui,0,P
876,1824,Psithyrus.vestalis.obenbergeri,0,P
877,1824,Bombus.pratorum.m.,0,P
878,1824,Bombus.pratorum.wk.,0,P
879,1824,Bombus.pascuorum.wk.,0,P
880,1824,Bombus.pascuorum.q.,0,P
881,1824,Bombus.terrestris.wk.,1,P
882,1824,Bombus.terrestris.q.,0,P
883,1824,Xylocopa.violacea,0,P
884,1824,Apis.mellifera,1,P
885,1824,Osmia.rufa,0,P
886,1824,Andrena.fulva,56,P
887,1824,Andrena.synadelpha.nigroaenea,0,P
888,1824,Andrena.trimmerana,0,P
889,1824,Andrena.congruens,0,P
890,1824,Andrena.tibialis.corvina,0,P
891,1824,Andrena.albopunctata.morio,1,P
892,1824,Andrena.assimilis,0,P
893,1824,Halictus.quadricinctus,1,P
894,1824,Halictus.tridivisus,0,P
895,1824,Halictus.scabiosae,0,P
896,1824,Lasioglossum.xanthopum,0,P
897,1824,Sphecodes.gibbus,0,P
898,1824,Megachile.centuncularis,0,P
899,1824,Ancistrocerus.nigricornis,0,P
900,1824,Eristalis.tenax,57,P
901,1824,Eristalis.pratorum,3,P
902,1824,Eristalis.arbustorum,3,P
903,1824,Cheilosia.glossa,7,P
904,1824,Mallota.fuciformis,0,P
905,1824,Dasysyrphus.albostriatus,0,P
906,1824,Syrphus.vitripennis,0,P
907,1824,Syrphus.ribessi,0,P
908,1824,Criorhina.berberina,0,P
909,1824,Calliphora.vomitoria,3,P
910,1824,Gonia.ornata,2,P
911,1824,Pollenia.rudis,0,P
912,1824,Tachina.corsicana,0,P
913,1824,Asilidae.NI,0,P
914,1824,Empididae.NI,0,P
915,1824,Diptera.NI,0,P
916,1820,Hemaris.tityus,0,P
917,1820,Iphiclides.podalirius.Ad,0,P
918,1820,Vanessa.cardui,0,P
919,1820,Psithyrus.vestalis.obenbergeri,0,P
920,1820,Bombus.pratorum.m.,0,P
921,1820,Bombus.pratorum.wk.,0,P
922,1820,Bombus.pascuorum.wk.,0,P
923,1820,Bombus.pascuorum.q.,0,P
924,1820,Bombus.terrestris.wk.,1,P
925,1820,Bombus.terrestris.q.,0,P
926,1820,Xylocopa.violacea,0,P
927,1820,Apis.mellifera,0,P
928,1820,Osmia.rufa,0,P
929,1820,Andrena.fulva,5,P
930,1820,Andrena.synadelpha.nigroaenea,0,P
931,1820,Andrena.trimmerana,0,P
932,1820,Andrena.congruens,0,P
933,1820,Andrena.tibialis.corvina,0,P
934,1820,Andrena.albopunctata.morio,0,P
935,1820,Andrena.assimilis,0,P
936,1820,Halictus.quadricinctus,0,P
937,1820,Halictus.tridivisus,0,P
938,1820,Halictus.scabiosae,0,P
939,1820,Lasioglossum.xanthopum,0,P
940,1820,Sphecodes.gibbus,0,P
941,1820,Megachile.centuncularis,0,P
942,1820,Ancistrocerus.nigricornis,0,P
943,1820,Eristalis.tenax,6,P
944,1820,Eristalis.pratorum,0,P
945,1820,Eristalis.arbustorum,0,P
946,1820,Cheilosia.glossa,1,P
947,1820,Mallota.fuciformis,0,P
948,1820,Dasysyrphus.albostriatus,0,P
949,1820,Syrphus.vitripennis,1,P
950,1820,Syrphus.ribessi,0,P
951,1820,Criorhina.berberina,0,P
952,1820,Calliphora.vomitoria,22,P
953,1820,Gonia.ornata,1,P
954,1820,Pollenia.rudis,2,P
955,1820,Tachina.corsicana,0,P
956,1820,Asilidae.NI,2,P
957,1820,Empididae.NI,3,P
958,1820,Diptera.NI,0,P
959,1825,Hemaris.tityus,0,P
960,1825,Iphiclides.podalirius.Ad,0,P
961,1825,Vanessa.cardui,0,P
962,1825,Psithyrus.vestalis.obenbergeri,0,P
963,1825,Bombus.pratorum.m.,0,P
964,1825,Bombus.pratorum.wk.,0,P
965,1825,Bombus.pascuorum.wk.,0,P
966,1825,Bombus.pascuorum.q.,0,P
967,1825,Bombus.terrestris.wk.,4,P
968,1825,Bombus.terrestris.q.,0,P
969,1825,Xylocopa.violacea,0,P
970,1825,Apis.mellifera,0,P
971,1825,Osmia.rufa,0,P
972,1825,Andrena.fulva,43,P
973,1825,Andrena.synadelpha.nigroaenea,0,P
974,1825,Andrena.trimmerana,0,P
975,1825,Andrena.congruens,0,P
976,1825,Andrena.tibialis.corvina,0,P
977,1825,Andrena.albopunctata.morio,0,P
978,1825,Andrena.assimilis,0,P
979,1825,Halictus.quadricinctus,0,P
980,1825,Halictus.tridivisus,0,P
981,1825,Halictus.scabiosae,0,P
982,1825,Lasioglossum.xanthopum,0,P
983,1825,Sphecodes.gibbus,0,P
984,1825,Megachile.centuncularis,0,P
985,1825,Ancistrocerus.nigricornis,0,P
986,1825,Eristalis.tenax,0,P
987,1825,Eristalis.pratorum,0,P
988,1825,Eristalis.arbustorum,0,P
989,1825,Cheilosia.glossa,0,P
990,1825,Mallota.fuciformis,0,P
991,1825,Dasysyrphus.albostriatus,0,P
992,1825,Syrphus.vitripennis,0,P
993,1825,Syrphus.ribessi,0,P
994,1825,Criorhina.berberina,0,P
995,1825,Calliphora.vomitoria,2,P
996,1825,Gonia.ornata,0,P
997,1825,Pollenia.rudis,0,P
998,1825,Tachina.corsicana,0,P
999,1825,Asilidae.NI,0,P
1000,1825,Empididae.NI,0,P
1001,1825,Diptera.NI,0,P
1002,1929,Hemaris.tityus,0,P
1003,1929,Iphiclides.podalirius.Ad,0,P
1004,1929,Vanessa.cardui,0,P
1005,1929,Psithyrus.vestalis.obenbergeri,0,P
1006,1929,Bombus.pratorum.m.,0,P
1007,1929,Bombus.pratorum.wk.,0,P
1008,1929,Bombus.pascuorum.wk.,0,P
1009,1929,Bombus.pascuorum.q.,0,P
1010,1929,Bombus.terrestris.wk.,0,P
1011,1929,Bombus.terrestris.q.,0,P
1012,1929,Xylocopa.violacea,1,P
1013,1929,Apis.mellifera,1,P
1014,1929,Osmia.rufa,0,P
1015,1929,Andrena.fulva,32,P
1016,1929,Andrena.synadelpha.nigroaenea,0,P
1017,1929,Andrena.trimmerana,1,P
1018,1929,Andrena.congruens,5,P
1019,1929,Andrena.tibialis.corvina,0,P
1020,1929,Andrena.albopunctata.morio,1,P
1021,1929,Andrena.assimilis,0,P
1022,1929,Halictus.quadricinctus,1,P
1023,1929,Halictus.tridivisus,0,P
1024,1929,Halictus.scabiosae,0,P
1025,1929,Lasioglossum.xanthopum,1,P
1026,1929,Sphecodes.gibbus,1,P
1027,1929,Megachile.centuncularis,0,P
1028,1929,Ancistrocerus.nigricornis,0,P
1029,1929,Eristalis.tenax,0,P
1030,1929,Eristalis.pratorum,0,P
1031,1929,Eristalis.arbustorum,0,P
1032,1929,Cheilosia.glossa,0,P
1033,1929,Mallota.fuciformis,0,P
1034,1929,Dasysyrphus.albostriatus,0,P
1035,1929,Syrphus.vitripennis,0,P
1036,1929,Syrphus.ribessi,0,P
1037,1929,Criorhina.berberina,0,P
1038,1929,Calliphora.vomitoria,8,P
1039,1929,Gonia.ornata,2,P
1040,1929,Pollenia.rudis,4,P
1041,1929,Tachina.corsicana,0,P
1042,1929,Asilidae.NI,0,P
1043,1929,Empididae.NI,0,P
1044,1929,Diptera.NI,0,P
1045,8801,Hemaris.tityus,0,P
1046,8801,Iphiclides.podalirius.Ad,0,P
1047,8801,Vanessa.cardui,0,P
1048,8801,Psithyrus.vestalis.obenbergeri,0,P
1049,8801,Bombus.pratorum.m.,0,P
1050,8801,Bombus.pratorum.wk.,0,P
1051,8801,Bombus.pascuorum.wk.,0,P
1052,8801,Bombus.pascuorum.q.,0,P
1053,8801,Bombus.terrestris.wk.,3,P
1054,8801,Bombus.terrestris.q.,0,P
1055,8801,Xylocopa.violacea,0,P
1056,8801,Apis.mellifera,0,P
1057,8801,Osmia.rufa,0,P
1058,8801,Andrena.fulva,13,P
1059,8801,Andrena.synadelpha.nigroaenea,0,P
1060,8801,Andrena.trimmerana,0,P
1061,8801,Andrena.congruens,7,P
1062,8801,Andrena.tibialis.corvina,0,P
1063,8801,Andrena.albopunctata.morio,0,P
1064,8801,Andrena.assimilis,0,P
1065,8801,Halictus.quadricinctus,0,P
1066,8801,Halictus.tridivisus,0,P
1067,8801,Halictus.scabiosae,1,P
1068,8801,Lasioglossum.xanthopum,0,P
1069,8801,Sphecodes.gibbus,0,P
1070,8801,Megachile.centuncularis,0,P
1071,8801,Ancistrocerus.nigricornis,0,P
1072,8801,Eristalis.tenax,0,P
1073,8801,Eristalis.pratorum,0,P
1074,8801,Eristalis.arbustorum,0,P
1075,8801,Cheilosia.glossa,0,P
1076,8801,Mallota.fuciformis,0,P
1077,8801,Dasysyrphus.albostriatus,0,P
1078,8801,Syrphus.vitripennis,0,P
1079,8801,Syrphus.ribessi,0,P
1080,8801,Criorhina.berberina,0,P
1081,8801,Calliphora.vomitoria,3,P
1082,8801,Gonia.ornata,0,P
1083,8801,Pollenia.rudis,0,P
1084,8801,Tachina.corsicana,0,P
1085,8801,Asilidae.NI,0,P
1086,8801,Empididae.NI,0,P
1087,8801,Diptera.NI,0,P
1088,8808,Hemaris.tityus,0,P
1089,8808,Iphiclides.podalirius.Ad,0,P
1090,8808,Vanessa.cardui,0,P
1091,8808,Psithyrus.vestalis.obenbergeri,0,P
1092,8808,Bombus.pratorum.m.,0,P
1093,8808,Bombus.pratorum.wk.,0,P
1094,8808,Bombus.pascuorum.wk.,0,P
1095,8808,Bombus.pascuorum.q.,0,P
1096,8808,Bombus.terrestris.wk.,2,P
1097,8808,Bombus.terrestris.q.,0,P
1098,8808,Xylocopa.violacea,0,P
1099,8808,Apis.mellifera,1,P
1100,8808,Osmia.rufa,0,P
1101,8808,Andrena.fulva,3,P
1102,8808,Andrena.synadelpha.nigroaenea,0,P
1103,8808,Andrena.trimmerana,0,P
1104,8808,Andrena.congruens,0,P
1105,8808,Andrena.tibialis.corvina,0,P
1106,8808,Andrena.albopunctata.morio,0,P
1107,8808,Andrena.assimilis,0,P
1108,8808,Halictus.quadricinctus,0,P
1109,8808,Halictus.tridivisus,0,P
1110,8808,Halictus.scabiosae,0,P
1111,8808,Lasioglossum.xanthopum,0,P
1112,8808,Sphecodes.gibbus,0,P
1113,8808,Megachile.centuncularis,0,P
1114,8808,Ancistrocerus.nigricornis,0,P
1115,8808,Eristalis.tenax,0,P
1116,8808,Eristalis.pratorum,0,P
1117,8808,Eristalis.arbustorum,0,P
1118,8808,Cheilosia.glossa,0,P
1119,8808,Mallota.fuciformis,0,P
1120,8808,Dasysyrphus.albostriatus,0,P
1121,8808,Syrphus.vitripennis,4,P
1122,8808,Syrphus.ribessi,0,P
1123,8808,Criorhina.berberina,1,P
1124,8808,Calliphora.vomitoria,23,P
1125,8808,Gonia.ornata,2,P
1126,8808,Pollenia.rudis,5,P
1127,8808,Tachina.corsicana,0,P
1128,8808,Asilidae.NI,4,P
1129,8808,Empididae.NI,2,P
1130,8808,Diptera.NI,0,P
1131,8814,Hemaris.tityus,0,P
1132,8814,Iphiclides.podalirius.Ad,0,P
1133,8814,Vanessa.cardui,0,P
1134,8814,Psithyrus.vestalis.obenbergeri,0,P
1135,8814,Bombus.pratorum.m.,0,P
1136,8814,Bombus.pratorum.wk.,0,P
1137,8814,Bombus.pascuorum.wk.,0,P
1138,8814,Bombus.pascuorum.q.,0,P
1139,8814,Bombus.terrestris.wk.,1,P
1140,8814,Bombus.terrestris.q.,0,P
1141,8814,Xylocopa.violacea,1,P
1142,8814,Apis.mellifera,2,P
1143,8814,Osmia.rufa,0,P
1144,8814,Andrena.fulva,45,P
1145,8814,Andrena.synadelpha.nigroaenea,0,P
1146,8814,Andrena.trimmerana,0,P
1147,8814,Andrena.congruens,0,P
1148,8814,Andrena.tibialis.corvina,0,P
1149,8814,Andrena.albopunctata.morio,0,P
1150,8814,Andrena.assimilis,0,P
1151,8814,Halictus.quadricinctus,2,P
1152,8814,Halictus.tridivisus,0,P
1153,8814,Halictus.scabiosae,0,P
1154,8814,Lasioglossum.xanthopum,0,P
1155,8814,Sphecodes.gibbus,1,P
1156,8814,Megachile.centuncularis,0,P
1157,8814,Ancistrocerus.nigricornis,0,P
1158,8814,Eristalis.tenax,0,P
1159,8814,Eristalis.pratorum,0,P
1160,8814,Eristalis.arbustorum,0,P
1161,8814,Cheilosia.glossa,0,P
1162,8814,Mallota.fuciformis,0,P
1163,8814,Dasysyrphus.albostriatus,0,P
1164,8814,Syrphus.vitripennis,0,P
1165,8814,Syrphus.ribessi,0,P
1166,8814,Criorhina.berberina,0,P
1167,8814,Calliphora.vomitoria,1,P
1168,8814,Gonia.ornata,0,P
1169,8814,Pollenia.rudis,0,P
1170,8814,Tachina.corsicana,0,P
1171,8814,Asilidae.NI,0,P
1172,8814,Empididae.NI,0,P
1173,8814,Diptera.NI,0,P
1174,8865,Hemaris.tityus,0,P
1175,8865,Iphiclides.podalirius.Ad,0,P
1176,8865,Vanessa.cardui,0,P
1177,8865,Psithyrus.vestalis.obenbergeri,0,P
1178,8865,Bombus.pratorum.m.,0,P
1179,8865,Bombus.pratorum.wk.,0,P
1180,8865,Bombus.pascuorum.wk.,0,P
1181,8865,Bombus.pascuorum.q.,0,P
1182,8865,Bombus.terrestris.wk.,1,P
1183,8865,Bombus.terrestris.q.,0,P
1184,8865,Xylocopa.violacea,0,P
1185,8865,Apis.mellifera,0,P
1186,8865,Osmia.rufa,0,P
1187,8865,Andrena.fulva,2,P
1188,8865,Andrena.synadelpha.nigroaenea,0,P
1189,8865,Andrena.trimmerana,0,P
1190,8865,Andrena.congruens,0,P
1191,8865,Andrena.tibialis.corvina,0,P
1192,8865,Andrena.albopunctata.morio,0,P
1193,8865,Andrena.assimilis,0,P
1194,8865,Halictus.quadricinctus,0,P
1195,8865,Halictus.tridivisus,0,P
1196,8865,Halictus.scabiosae,0,P
1197,8865,Lasioglossum.xanthopum,0,P
1198,8865,Sphecodes.gibbus,0,P
1199,8865,Megachile.centuncularis,0,P
1200,8865,Ancistrocerus.nigricornis,0,P
1201,8865,Eristalis.tenax,0,P
1202,8865,Eristalis.pratorum,0,P
1203,8865,Eristalis.arbustorum,0,P
1204,8865,Cheilosia.glossa,0,P
1205,8865,Mallota.fuciformis,0,P
1206,8865,Dasysyrphus.albostriatus,0,P
1207,8865,Syrphus.vitripennis,5,P
1208,8865,Syrphus.ribessi,0,P
1209,8865,Criorhina.berberina,0,P
1210,8865,Calliphora.vomitoria,18,P
1211,8865,Gonia.ornata,6,P
1212,8865,Pollenia.rudis,12,P
1213,8865,Tachina.corsicana,1,P
1214,8865,Asilidae.NI,9,P
1215,8865,Empididae.NI,3,P
1216,8865,Diptera.NI,0,P
1217,1933,Yponomeuta.mahalebella,0,H
1218,1933,Hemaris.fuciformis,0,H
1219,1933,Iphiclides.podalirius.L,0,H
1220,1933,Hedya.pruniana,6,H
1221,1933,Orthoptera.NI,0,H
1222,1933,Myzus.cerasi,0,H
1223,1933,Aglaope.infausta,0,H
1224,1933,Fungus.NI,0,H
1225,1933,Taphrina.deformans,0,H
1226,1933,Ungulates,0,H
1227,1933,NI,0,H
1228,1931,Yponomeuta.mahalebella,0,H
1229,1931,Hemaris.fuciformis,0,H
1230,1931,Iphiclides.podalirius.L,0,H
1231,1931,Hedya.pruniana,59,H
1232,1931,Orthoptera.NI,0,H
1233,1931,Myzus.cerasi,10,H
1234,1931,Aglaope.infausta,0,H
1235,1931,Fungus.NI,17,H
1236,1931,Taphrina.deformans,0,H
1237,1931,Ungulates,0,H
1238,1931,NI,2,H
1239,1932,Yponomeuta.mahalebella,0,H
1240,1932,Hemaris.fuciformis,0,H
1241,1932,Iphiclides.podalirius.L,0,H
1242,1932,Hedya.pruniana,8,H
1243,1932,Orthoptera.NI,0,H
1244,1932,Myzus.cerasi,0,H
1245,1932,Aglaope.infausta,0,H
1246,1932,Fungus.NI,0,H
1247,1932,Taphrina.deformans,0,H
1248,1932,Ungulates,0,H
1249,1932,NI,1,H
1250,1934,Yponomeuta.mahalebella,5,H
1251,1934,Hemaris.fuciformis,0,H
1252,1934,Iphiclides.podalirius.L,0,H
1253,1934,Hedya.pruniana,0,H
1254,1934,Orthoptera.NI,0,H
1255,1934,Myzus.cerasi,0,H
1256,1934,Aglaope.infausta,0,H
1257,1934,Fungus.NI,10,H
1258,1934,Taphrina.deformans,0,H
1259,1934,Ungulates,60,H
1260,1934,NI,0,H
1261,1936,Yponomeuta.mahalebella,0,H
1262,1936,Hemaris.fuciformis,0,H
1263,1936,Iphiclides.podalirius.L,18,H
1264,1936,Hedya.pruniana,18,H
1265,1936,Orthoptera.NI,8,H
1266,1936,Myzus.cerasi,0,H
1267,1936,Aglaope.infausta,5,H
1268,1936,Fungus.NI,5,H
1269,1936,Taphrina.deformans,2,H
1270,1936,Ungulates,10,H
1271,1936,NI,2,H
1272,1937,Yponomeuta.mahalebella,0,H
1273,1937,Hemaris.fuciformis,62,H
1274,1937,Iphiclides.podalirius.L,10,H
1275,1937,Hedya.pruniana,11,H
1276,1937,Orthoptera.NI,0,H
1277,1937,Myzus.cerasi,5,H
1278,1937,Aglaope.infausta,0,H
1279,1937,Fungus.NI,8,H
1280,1937,Taphrina.deformans,5,H
1281,1937,Ungulates,0,H
1282,1937,NI,0,H
1283,1938,Yponomeuta.mahalebella,0,H
1284,1938,Hemaris.fuciformis,0,H
1285,1938,Iphiclides.podalirius.L,0,H
1286,1938,Hedya.pruniana,5,H
1287,1938,Orthoptera.NI,0,H
1288,1938,Myzus.cerasi,0,H
1289,1938,Aglaope.infausta,0,H
1290,1938,Fungus.NI,0,H
1291,1938,Taphrina.deformans,0,H
1292,1938,Ungulates,0,H
1293,1938,NI,0,H
1294,1939,Yponomeuta.mahalebella,0,H
1295,1939,Hemaris.fuciformis,0,H
1296,1939,Iphiclides.podalirius.L,0,H
1297,1939,Hedya.pruniana,18,H
1298,1939,Orthoptera.NI,0,H
1299,1939,Myzus.cerasi,0,H
1300,1939,Aglaope.infausta,0,H
1301,1939,Fungus.NI,0,H
1302,1939,Taphrina.deformans,2,H
1303,1939,Ungulates,0,H
1304,1939,NI,0,H
1305,1940,Yponomeuta.mahalebella,0,H
1306,1940,Hemaris.fuciformis,0,H
1307,1940,Iphiclides.podalirius.L,5,H
1308,1940,Hedya.pruniana,4,H
1309,1940,Orthoptera.NI,0,H
1310,1940,Myzus.cerasi,0,H
1311,1940,Aglaope.infausta,11,H
1312,1940,Fungus.NI,30,H
1313,1940,Taphrina.deformans,0,H
1314,1940,Ungulates,60,H
1315,1940,NI,0,H
1316,1921,Yponomeuta.mahalebella,15,H
1317,1921,Hemaris.fuciformis,0,H
1318,1921,Iphiclides.podalirius.L,0,H
1319,1921,Hedya.pruniana,8,H
1320,1921,Orthoptera.NI,0,H
1321,1921,Myzus.cerasi,0,H
1322,1921,Aglaope.infausta,10,H
1323,1921,Fungus.NI,30,H
1324,1921,Taphrina.deformans,0,H
1325,1921,Ungulates,0,H
1326,1921,NI,1,H
1327,1823,Yponomeuta.mahalebella,0,H
1328,1823,Hemaris.fuciformis,0,H
1329,1823,Iphiclides.podalirius.L,0,H
1330,1823,Hedya.pruniana,30,H
1331,1823,Orthoptera.NI,0,H
1332,1823,Myzus.cerasi,0,H
1333,1823,Aglaope.infausta,0,H
1334,1823,Fungus.NI,4,H
1335,1823,Taphrina.deformans,0,H
1336,1823,Ungulates,0,H
1337,1823,NI,3,H
1338,1824,Yponomeuta.mahalebella,0,H
1339,1824,Hemaris.fuciformis,0,H
1340,1824,Iphiclides.podalirius.L,0,H
1341,1824,Hedya.pruniana,10,H
1342,1824,Orthoptera.NI,0,H
1343,1824,Myzus.cerasi,0,H
1344,1824,Aglaope.infausta,0,H
1345,1824,Fungus.NI,11,H
1346,1824,Taphrina.deformans,0,H
1347,1824,Ungulates,0,H
1348,1824,NI,0,H
1349,1820,Yponomeuta.mahalebella,20,H
1350,1820,Hemaris.fuciformis,0,H
1351,1820,Iphiclides.podalirius.L,0,H
1352,1820,Hedya.pruniana,0,H
1353,1820,Orthoptera.NI,2,H
1354,1820,Myzus.cerasi,20,H
